,Document,Category
12364,"From Cummings to Ferrier: politicians who flouted Covid guidance Margaret Ferrier’s Covid-19 weekend breached so many regulations, it is hard to find one the SNP MP abided by. She joins myriad world leaders and othe …",Politics
12365,"Police investigate Margaret Ferrier as MP defies calls to step down Margaret Ferrier, the MP who broke Covid rules, clung to her position throughout Friday despite vociferous calls to quit from the SNP leader, Nicola S …",Politics
12366,"Rishi Sunak: UK needs to protect tech secrets from foreign investors Britain needs new state aid rules in order to be able to protect itself against hostile states intent on stealing technological secrets and jobs, Rish …",Business
12367,Simona Halep piles on pressure to set up fourth-round meeting with Iga Swiatek There was a hint of change in the damp Parisian air when only 13 of 32 seeds reached the third round of the French Open – the smallest percentage at a …,Sport
12368,"Joe and Jill Biden test negative for coronavirus Former vice-president Joe Biden and his wife Jill Biden tested negative for coronavirus, the Biden campaign announced on Friday morning. “Vice-Preside …",US-News
12369,"Trump's Covid diagnosis spooks investors but FTSE closes in the black Markets in the US and Europe endured a day of volatile trading after Donald Trump’s positive test for Covid-19 shook investors. The S&P 500 index, the …",Business
12370,First new deep coalmine in UK for 30 years gets go ahead Plans to open the UK’s first new deep coalmine in 30 years have been given the go-ahead by councillors in Cumbria. West Cumbria Mining (WCM) said it p …,Business
12371,"95 books and counting: finding solace in reading through the year of Covid Rachel Krasky has read 95 books this year. That’s about 2.5 a week. The 30-year-old communications manager has always been a voracious reader, but Mel …",Books
12372,"Growing citrus: 'It's hard not to agonise over an infant sapling' The inclination with gardeners who grow citrus is to become like the parents of newborns. Fretting about this and that – leaf curl, the ants carrying …",Life-and-Style
12373,"Breonna Taylor: grand jury testimony reveals police did not search her home In grand jury testimony made public on Friday, a law enforcement officer said police in Kentucky did not end up searching Breonna Taylor’s apartment o …",US-News
12374,"No Time to Die: Bond 25 pushed back again to spring 2021 The next James Bond thriller, No Time to Die, has been delayed yet again as a result of the ongoing coronavirus pandemic. The 25th instalment of the s …",Film
12375,"Trump heads to hospital as Covid diagnosis throws US into fresh upheaval America’s leadership has been plunged into extraordinary uncertainty after Donald Trump tested positive for the coronavirus, raising questions over ho …",US-News
12376,"Donald Trump's Hollywood Walk of Fame star vandalized again Donald Trump’s star on the Hollywood Walk of Fame has been severely vandalized again, the Los Angeles police department has confirmed. At 5.55am PST o …",US-News
12377,Donald Trump receiving Covid-19 treatment yet to be peer-reviewed Donald Trump is being treated with an experimental antibody drug that has shown promising initial early results but has yet to be peer-reviewed. Accor …,US-News
12378,"Tim Dowling: I’m awake, worrying about death – and skirting boards It is that two-hour window of the night – roughly between 3.30am and 5.30am – that I reserve to lie awake in the grip of nameless dread, heart thuddin …",Life-and-Style
12379,"Fit in my 40s: can a hot yoga lover find inner calm in a rooftop class? We go into autumn unsure where the dice will land, but at the time of going to press, group exercise classes were still going ahead, with more than si …",Life-and-Style
12380,"HR McMaster on serving Trump: 'If you're not on the pitch, you're going to get your ass kicked' HR McMaster was national security adviser for a little more than a year. His struggles to work with Donald Trump have been widely reported. After a ye …",US-News
12381,Chaotic Trump-Biden debate may count for little – voters have already decided First-time independent voter Benaja Richardson tuned into Tuesday’s now infamous debate between US presidential candidates Donald Trump and Joe Biden …,US-News
12382,"Shadow chancellor calls on ministers to fulfil pledge on money laundering The shadow chancellor, Anneliese Dodds, is calling for the government to introduce a long-promised register of foreign owners of UK properties, to pre …",Politics
12383,"The International Brigades by Giles Tremlett review – fighting fascism in Spain “We shall not forget you,” promised the famous Spanish communist known as La Pasionaria, addressing the surviving International Brigades as they depar …",Books
12384,"Aspiring writers, enter that prize. Even if you don't win, you'll be seen Writing prizes are massively important for aspiring and emerging writers. I think they are vastly more important than literary prizes. So many aspirin …",Books
12385,"How healthy is Trump? Years of misinformation  make it difficult to know On Friday morning, ex-White House doctor Ronny Jackson confidently told Fox News that Donald Trump was not exhibiting any symptoms from coronavirus. S …",US-News
12386,Kae Tempest: what I have learned from 20 years on the mic James Joyce told me once: “In the particular is contained the universal.” I appreciated the advice. It taught me that the closer attention I pay to my …,Books
12387,"How the Indian Premier League clean bowled English T20 cricket The weather forecast for Birmingham this weekend isn’t messing about. Usually weather in this country is described in gentle language, using words suc …",Sport
